channel,temperature_K,size_cv,window_s,bound_at_freeze,twist_halfwidth_deg,volume_fraction,frozen_pair_weight,mean_pair_freeze_temperature_K,kBT_J,U_pair_J,U_pair_equilibrium_J,U_pair_frozen_component_J,vdW_pair_J,repulsive_weight,U_lattice_per_NC_J,U_pair_excess_J,U_pair_kBT,U_pair_equilibrium_kBT,U_pair_frozen_component_kBT,vdW_pair_kBT,U_lattice_per_NC_kBT,U_pair_excess_kBT
face,271.0,0.1,20.0,0.0,5.0,0.01,0.22333848283028734,313.15316208150205,3.74155879e-21,-2.4860079122659433e-20,-3.060460597084721e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.08378824588026478,-7.45802373679783e-20,5.744526848187775e-21,-6.644310705234016,-8.179640542504266,-1.3051878381893907,-1.3051878381893907,-19.932932115702048,1.5353298372702504
face,272.0,0.1,20.0,0.0,5.0,0.01,0.21884221245986646,313.15316208150205,3.7553652800000004e-21,-2.4967845153487877e-20,-3.059451415699729e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.08210378725384876,-7.490353546046363e-20,5.626669003509414e-21,-6.648579643226577,-8.146881029106519,-1.300389353490165,-1.300389353490165,-19.94573892967973,1.4983013858799412
face,273.0,0.1,20.0,0.0,5.0,0.01,0.21434594208944557,313.15316208150205,3.76917177e-21,-2.507547532309803e-20,-3.05843649258011e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.08041939014959228,-7.52264259692941e-20,5.5088896027030676e-21,-6.652781261570902,-8.114346278731972,-1.2956260225249998,-1.2956260225249996,-19.958343784712707,1.4615650171610692
face,274.0,0.1,20.0,0.0,5.0,0.01,0.20984967171902472,313.15316208150205,3.7829782600000005e-21,-2.518296913826832e-20,-3.0574158633229076e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.0787350563524902,-7.554890741480495e-20,5.391189494960757e-21,-6.656916166964257,-8.082033924569545,-1.2908974603989958,-1.2908974603989958,-19.97074850089277,1.4251177576052887
face,275.0,0.1,20.0,0.0,5.0,0.01,0.20535340134860383,313.15316208150205,3.79678475e-21,-2.52903261129517e-20,-3.0563895636223636e-20,-4.883437028578612e-21,-4.8834370285786125e-21,0.07705078768202034,-7.58709783388551e-20,5.273569523271935e-21,-6.66098495916886,-8.049941634490509,-1.2862032878157266,-1.2862032878157268,-19.98295487750658,1.388956675321648
face,276.0,0.1,20.0,0.0,5.0,0.01,0.20098601956765128,317.6427546209331,3.8105912400000005e-21,-2.5394237180195823e-20,-3.0553576292623477e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.07541491192954239,-7.618271154058746e-20,5.159339112427653e-21,-6.664119970053734,-8.018067110400294,-1.2815431309758147,-1.2815431309758145,-19.9923599101612,1.3539471403465602
face,277.0,0.1,20.0,0.0,5.0,0.01,0.19684291743929447,317.6427546209331,3.82439773e-21,-2.5492258167810408e-20,-3.054320096108942e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.07386319621357357,-7.647677450343123e-20,5.050942793279014e-21,-6.665692212878289,-7.986408087604795,-1.276916621477707,-1.276916621477707,-19.99707663863487,1.320715874726506
face,278.0,0.1,20.0,0.0,5.0,0.01,0.19269981531093763,317.6427546209331,3.8382042200000005e-21,-2.5590148274391225e-20,-3.0532770001031674e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.07231154973145673,-7.677044482317368e-20,4.942621726640449e-21,-6.6672190450541535,-7.954962334190667,-1.272323396220593,-1.2723233962205929,-20.00165713516246,1.287743289136514
face,279.0,0.1,20.0,0.0,5.0,0.01,0.18855671318258083,317.6427546209331,3.85201071e-21,-2.5687907100705954e-20,-3.0522283772539045e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.07075997437341082,-7.706372130211786e-20,4.834376671833091e-21,-6.668700851225295,-7.923727650419498,-1.267763097309408,-1.267763097309408,-20.006102553675884,1.2550267991942035
face,280.0,0.1,20.0,0.0,5.0,0.01,0.18441361105422402,317.6427546209331,3.8658172000000005e-21,-2.5785534253986513e-20,-3.051174263630936e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.06920847206320799,-7.735660276195953e-20,4.7262083823228475e-21,-6.670138012212918,-7.892701868135243,-1.2632353719618743,-1.2632353719618743,-20.010414036638753,1.2225638559223253
face,281.0,0.1,20.0,0.0,5.0,0.01,0.1803200213694792,322.26336818862296,3.87962369e-21,-2.5881760952467802e-20,-3.050114695358143e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.06767560856615161,-7.764528285740341e-20,4.61938600111363e-21,-6.671203967328028,-7.861882850184738,-1.2587398724175263,-1.2587398724175263,-20.01361190198408,1.1906788828567108
face,282.0,0.1,20.0,0.0,5.0,0.01,0.17652730011301718,322.26336818862296,3.8934301800000006e-21,-2.5970151910288278e-20,-3.0490497086068926e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.06625562633156178,-7.791045573086484e-20,4.520345175780648e-21,-6.670249807918291,-7.831268489851004,-1.2542762558486695,-1.2542762558486695,-20.01074942375487,1.1610186819327135
face,283.0,0.1,20.0,0.0,5.0,0.01,0.17273457885655516,322.26336818862296,3.90723667e-21,-2.6058417558524532e-20,-3.047979339589528e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.06483572133753443,-7.817525267557359e-20,4.42137583737075e-21,-6.669270320531807,-7.800856710298862,-1.2498441842732326,-1.2498441842732326,-20.00781096159542,1.1315863897670548
face,284.0,0.1,20.0,0.0,5.0,0.01,0.16894185760009314,322.26336818862296,3.9210431600000006e-21,-2.614655758600684e-20,-3.0469036245530115e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.06341589556757236,-7.843967275802053e-20,4.3224786595232746e-21,-6.6682656933587126,-7.770645464032615,-1.2454433244694538,-1.2454433244694536,-20.004797080076138,1.1023797706739025
face,285.0,0.1,20.0,0.0,5.0,0.01,0.16514913634363115,322.26336818862296,3.93484965e-21,-2.6234571687302162e-20,-3.045822599772777e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.06199615103741253,-7.870371506190649e-20,4.223654310425608e-21,-6.667236113405797,-7.740632732365713,-1.241073347892368,-1.241073347892368,-20.00170834021739,1.0733966189599158
face,286.0,0.1,20.0,0.0,5.0,0.01,0.16135641508716914,322.26336818862296,3.9486561400000006e-21,-2.6322459562668242e-20,-3.0447363015466136e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.06057648979511804,-7.896737868800472e-20,4.124903452797894e-21,-6.666181766505563,-7.710816524901591,-1.2367339305920448,-1.2367339305920448,-19.99854529951669,1.0446347583960283
face,287.0,0.1,20.0,0.0,5.0,0.01,0.15784537113417654,327.01522787029614,3.96246263e-21,-2.640302321487777e-20,-3.043644766188806e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.05926251932795084,-7.92090696446333e-20,4.033424447010288e-21,-6.663286365145548,-7.68119487902604,-1.2324247531335364,-1.2324247531335362,-19.989859095436643,1.0179085138804926
face,288.0,0.1,20.0,0.0,5.0,0.01,0.15439622846219733,327.01522787029614,3.976269120000001e-21,-2.648188515188005e-20,-3.042548030024332e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.05797184231910022,-7.944565545564015e-20,3.9435951483632735e-21,-6.659983102924393,-7.65176585941027,-1.228145500518489,-1.228145500518489,-19.97994930877318,0.9917827564858771
face,289.0,0.1,20.0,0.0,5.0,0.01,0.1509470857902181,327.01522787029614,3.99007561e-21,-2.6560627583753023e-20,-3.041446129383243e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.056681252858822216,-7.968188275125907e-20,3.8538337100794095e-21,-6.656672750056739,-7.622527557524763,-1.2238958621083904,-1.2238958621083904,-19.970018250170217,0.9658548074680242
face,290.0,0.1,20.0,0.0,5.0,0.01,0.14749794311823886,327.01522787029614,4.0038821e-21,-2.6639250285817013e-20,-3.0403391005951655e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.05539075304140394,-7.991775085745104e-20,3.764140720134642e-21,-6.653355323778643,-7.593478091163488,-1.2196755315493961,-1.2196755315493961,-19.96006597133593,0.9401227673848443
face,291.0,0.1,20.0,0.0,5.0,0.01,0.14404880044625962,327.01522787029614,4.01768859e-21,-2.6717753038354937e-20,-3.0392269799839274e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.05410034499173639,-8.015325911506481e-20,3.674516761484336e-21,-6.650030842324426,-7.564615603978225,-1.2154842066987108,-1.2154842066987108,-19.95009252697328,0.9145847616537985
face,292.0,0.1,20.0,0.0,5.0,0.01,0.1407326163524931,331.89858599516793,4.03149508e-21,-2.6792745493810747e-20,-3.038109803862329e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.05285987715711763,-8.037823648143225e-20,3.588352544812541e-21,-6.645858412857284,-7.535938265022834,-1.2113215895524825,-1.2113215895524825,-19.937575238571853,0.8900798521655496
face,293.0,0.1,20.0,0.0,5.0,0.01,0.1376166647135802,331.89858599516793,4.04530157e-21,-2.68625173468627e-20,-3.036987608527057e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.051694571211396846,-8.058755204058811e-20,3.50735873840787e-21,-6.6404239293494,-7.507444268307188,-1.2071873861751703,-1.20718738617517,-19.9212717880482,0.8670203389577874
face,294.0,0.1,20.0,0.0,5.0,0.01,0.13450071307466732,331.89858599516793,4.05910806e-21,-2.6932176138492987e-20,-3.035860430253679e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.05052936130688712,-8.079652841547897e-20,3.426428164043805e-21,-6.6349985613570945,-7.47913183236043,-1.2030813066303567,-1.2030813066303567,-19.904995684071285,0.8441332710033359
face,295.0,0.1,20.0,0.0,5.0,0.01,0.13138476143575442,331.89858599516793,4.07291455e-21,-2.7001721717773668e-20,-3.0347283052918325e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.04936424960235572,-8.1005165153321e-20,3.3455613351446573e-21,-6.62958217912371,-7.450999199803571,-1.1990030649129657,-1.1990030649129655,-19.88874653737113,0.821417020679861
face,296.0,0.1,20.0,0.0,5.0,0.01,0.12826880979684155,331.89858599516793,4.08672104e-21,-2.707115393802739e-20,-3.0335912698604706e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.04819923828516124,-8.121346181408216e-20,3.264758760577316e-21,-6.624174655686161,-7.423044636930909,-1.1949523788828544,-1.1949523788828544,-19.87252396705848,0.7988699812447478
face,297.0,0.1,20.0,0.0,5.0,0.01,0.12515285815792868,331.89858599516793,4.1005275300000004e-21,-2.7140472656782367e-20,-3.03244936014326e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.04703432957122869,-8.142141797034709e-20,3.184020944650233e-21,-6.618775866816913,-7.395266433300253,-1.190928970199747,-1.190928970199747,-19.856327600450737,0.7764905664833405
face,298.0,0.1,20.0,0.0,5.0,0.01,0.12231743713388181,336.91372616117235,4.11433402e-21,-2.7202543957463474e-20,-3.0313026122841405e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.045974690916415435,-8.160763187239043e-20,3.1104821653779307e-21,-6.611651806885498,-7.367662901331819,-1.1869325642594795,-1.1869325642594795,-19.834955420656495,0.7560110944463208
face,299.0,0.1,20.0,0.0,5.0,0.01,0.11952119077366351,336.91372616117235,4.1281405100000004e-21,-2.726351220055204e-20,-3.0301510623828984e-20,-4.8834370285786125e-21,-4.8834370285786125e-21,0.04492984284243587,-8.179053660165613e-20,3.037998423276942e-21,-6.604308195059969,-7.340232375915175,-1.1829628901315212,-1.1829628901315212,-19.812924585179907,0.7359241808552058
face,300.0,0.1,20.0,0.0,5.0,0.01,0.1167249444134452,336.91372616117235,4.141947e-21,-2.7324373946489336e-20,-3.028994746490969e-20,-4.883437028578613e-21,-4.8834370285786125e-21,0.04388510162708759,-8.1973121839468e-20,2.9655735184203567e-21,-6.596987828789054,-7.312973214024634,-1.1790196804977497,-1.1790196804977495,-19.79096348636716,0.7159853852355804
